producto,marca,sustancia_activa,categoria,ean,laboratorio,estatus
Votripax b+l solución inyectable 5 piezas ampolletas clorhidrato de tiamina 100 mg,VOTRIPAX B+L,"CIANOCOBALAMINA, DICLOFENACO, LIDOCAÍNA, PIRIDOXINA, TIAMINA",REUMATOLOGÍA,7501125189210,PISA,ACTIVO
Ferrexel 179 mg con 60 capsulas,FERREXEL,"ÁCIDO FÓLICO, HIERRO",SUPLEMENTO ALIMENTICIO,7502235760030,EXELTIS,ACTIVO
Rosvaden 20 mg oral 30 tabletas,ROSVADEN,ROSUVASTATINA,CARDIOLOGÍA,7502226293646,ALPHARMA,ACTIVO
Exaprem 10mg tabletas con 14,EXAPREM,ESCITALOPRAM,NEUROLOGÍA,7501124183721,CARNOT,ACTIVO
Acularen ls 0.4% frasco gotas 5 ml,ACULAREN,KETOROLACO,OFTALMOLOGÍA,7501201400604,ABBVIE,ACTIVO
Supratex jarabe 600mg frasco 120ml,SUPRATEX,LEVODROPROPIZINA,NEUMOLOGÍA,785118754259,MAVI FARMACEUTICA,ACTIVO
Fermig 20 tabletas 50 mg,FERMIG,SUMATRIPTÁN,NEUROLOGÍA,7502227871027,RAAM,ACTIVO
Ateka 16 comprimidos 1200mg,ATEKA,MESALAZINA,GASTROENTEROLOGÍA,8020030000032,ALFASIGMA,ACTIVO
Poliyodine bucofaringeo 1 solución 8% 120 ml,POLIYODINE,YODOPOVIDONA,MATERIAL DE CURACIÓN,7501718811504,EMQ,ACTIVO
Alin depot suspensión inyectable frasco 4mg 2ml,ALIN,DEXAMETASONA,ENDOCRINOLOGÍA,7501088505157,CHINOIN,ACTIVO
Tradol retard tabletas 50 mg caja con 30,TRADOL,TRAMADOL,NEUROLOGÍA,7502209290907,GRÜNENTHAL,ACTIVO
Ilimit 24/4 28 comprimidos 3.0/0.02mg,ILIMIT,"DROSPIRENONA, ETINILESTRADIOL",GINECOLOGÍA,7501300407993,SIEGFRIED RHEIN,ACTIVO
Carnotprim solución frasco 100ml,CARNOTPRIM,METOCLOPRAMIDA,GASTROENTEROLOGÍA,7501124103217,CARNOT,ACTIVO
BATENSIAR 28 TABLETAS 5MG,BATENSIAR,NEBIVOLOL,CARDIOLOGÍA,7501300421517,SIEGFRIED RHEIN,ACTIVO
Tecta 40 mg oral 7 tabletas capsulas ent,TECTA,PANTOPRAZOL,GASTROENTEROLOGÍA,7501092774822,TAKEDA,ACTIVO
DORZOLAMIDA/TIMOLOL KENER 20/5MG 5ML,,"DORZOLAMIDA, TIMOLOL",OFTALMOLOGÍA,7501493872370,KENER,ACTIVO
Acxion ap 30 tabletas 30mg,ACXION AP,FENTERMINA,GASTROENTEROLOGÍA,7501249605849,INVESTIGACIÓN FARMACÉUTICA,ACTIVO
Olenobran 5 mg con 10 tabletas,OLENOBRAN,LEVOCETIRIZINA,ALERGOLOGÍA,7501125198670,PISA,ACTIVO
Poverful 5mg 14 tabletas,POVERFUL,TADALAFIL,UROLOGÍA,7501300450395,WESER PHARMA,ACTIVO
Pregabalina 28 capsulas 150 mg,,PREGABALINA,NEUROLOGÍA,7502216805040,AVIVIA PHARMA,ACTIVO
Bezafibrato liber prol 10 tabletas 400 mg,,BEZAFIBRATO,CARDIOLOGÍA,7502003389913,RAYERE,ACTIVO
Alevian duo 16 cápsulas 100/300mg,ALEVIAN DUO,"BROMURO DE PINAVERIO, DIMETICONA",GASTROENTEROLOGÍA,7501092779278,TAKEDA,ACTIVO
Elicuis 60 tabletas 5mg,ELICUIS,APIXABÁN,HEMATOLOGÍA,8027950210473,PFIZER,ACTIVO
Klarix 10 tabletas 500 mg,KLARIX,CLARITROMICINA,INFECTOLOGÍA,7502009740510,MAVER,ACTIVO
Ciprofloxacino frasco gotero 3mg/5ml,ANTIBIOTICOS DE MEXICO,CIPROFLOXACINO,INFECTOLOGÍA,7501349027817,ANTIBIOTICOS DE MEXICO,ACTIVO
Irbesartán hidroclorotiazida 14 tabletas 150/12.5mg,,"HIDROCLOROTIAZIDA, IRBESARTÁN",CARDIOLOGÍA,7502216803183,ULTRA LABORATORIOS,ACTIVO
Maxtrim f 14 tabletas 800/160mg,MAXTRIM F,"SULFAMETOXAZOL, TRIMETOPRIMA",INFECTOLOGÍA,7501385494499,HORMONA,ACTIVO
Fycompa 28 comprimidos 6mg,FYCOMPA,PERAMPANEL,NEUROLOGÍA,7795367548137,GRUPO BIOTOSCANA DE ESPECIALIDAD SA DE CV,ACTIVO
Memantina 14 tabletas 20mg,ANTIBIOTICOS DE MEXICO,MEMANTINA,NEUROLOGÍA,7501349024489,ANTIBIOTICOS DE MEXICO,ACTIVO
Hidroclorotiazida 20 tabletas 25mg,,HIDROCLOROTIAZIDA,CARDIOLOGÍA,7502216794993,ULTRA LABORATORIOS,ACTIVO
Fasiclor 15 capsulas 250 mg,FASICLOR,CEFACLOR,INFECTOLOGÍA,7502009741456,MAVER,ACTIVO
"TELMISARTÁN, HIDROCLOROTIAZIDA 80/12.5 MG CON 14 TABLETAS",ANTIBIOTICOS DE MEXICO,"HIDROCLOROTIAZIDA, TELMISARTÁN",CARDIOLOGÍA,7501349029729,ANTIBIOTICOS DE MEXICO,ACTIVO
Geldex 50 capsulas 0.25 mcg,GELDEX,CALCITRIOL,SUPLEMENTO ALIMENTICIO,7502227425435,GELPHARMA,ACTIVO
Minocin 12 tabletas 100mg,MINOCIN,MINOCICLINA,INFECTOLOGÍA,7501228300291,PFIZER,ACTIVO
Combedi dl 6 ampolletas 5mg,COMBEDI,"CIANOCOBALAMINA, DICLOFENACO, LIDOCAÍNA, PIRIDOXINA, TIAMINA",REUMATOLOGÍA,7501349028586,ANTIBIOTICOS DE MEXICO,ACTIVO
Vexotil 30 tabletas 10 mg,VEXOTIL,ENALAPRIL,CARDIOLOGÍA,7501573900221,BIOMEP,ACTIVO
Jardianz duo 60 tabletas 12.5/850mg,JARDIANZ DUO,"EMPAGLIFLOZINA, METFORMINA",DIABETES,7501034630124,BOEHRINGER INGELHEIM MEXICO,ACTIVO
Bicarnat solución inyectable frasco 7.5% 50ml,BICAR-NAT,BICARBONATO DE SODIO,SOLUCIONES HOSPITALARIAS,7501125112034,PISA,ACTIVO
Pregabalina 150 mg caja 14 cápsulas,ANTIBIOTICOS DE MEXICO,PREGABALINA,NEUROLOGÍA,7501349022959,ANTIBIOTICOS DE MEXICO,ACTIVO
Creon 150 mg oral 20 capsulas,CREON,PANCREATINA,GASTROENTEROLOGÍA,7501033957499,ABBOTT,ACTIVO
Ladiades 1 tabletas 1.5 mg,LADIADES,LEVONORGESTREL,GINECOLOGÍA,7502216806481,ULTRA LABORATORIOS,ACTIVO
Aditral 14 tabletas 200mg,ADITRAL,MODAFINILO,NEUROLOGÍA,7730979097772,ASOFARMA,ACTIVO
Pisalpra 1mg cja con 30 tab,PISALPRA,ALPRAZOLAM,NEUROLOGÍA,7501125167249,PISA,ACTIVO
Hidropharm 30 tabletas 50 mg,HIDROPHARM,CLORTALIDONA,CARDIOLOGÍA,7503003134664,ALPHARMA,ACTIVO
Amoxibron 12 cápsulas 500/8mg,AMOXIBRON,"AMOXICILINA, BROMHEXINA",NEUMOLOGÍA,7501070622152,SANFER,ACTIVO
Anaseptil solución oral frasco 0.40/0.150g 60ml,ANASEPTIL,"AMBROXOL, SALBUTAMOL",NEUMOLOGÍA,7501125149597,PISA,ACTIVO
Epival 250 mg oral 30 comprimidos,EPIVAL,VALPROATO SEMISÓDICO,NEUROLOGÍA,7501033921759,ABBOTT,ACTIVO
Tusigen nf jarabe infantil sabor frutos rojos 150 ml frasco ambroxol 0.150 g,TUSIGEN NF,"AMBROXOL, DEXTROMETORFANO",NEUMOLOGÍA,7501299307830,LIOMONT OTC,ACTIVO
Colser 30 tabletas 200 mg,COLSER,BEZAFIBRATO,CARDIOLOGÍA,7501258200127,SERRAL,ACTIVO
Primazen 30 tabletas 5 mg,PRIMAZEN,ENALAPRIL,CARDIOLOGÍA,656599040431,VICTORY,ACTIVO
Amlodipino 100 tabletas 5 mg,,AMLODIPINO,CARDIOLOGÍA,7502216793378,ULTRA LABORATORIOS,ACTIVO
Removere crema auxiliar en el tratamiento y corrección de lesiones en la piel 30 gr,REMOVERE,PIRFENIDONA,DERMATOLOGÍA,7501124183462,PANALAB MEXICO S.A. DE C.V.,ACTIVO
Captopril 30 tabletas 25 mg,,CAPTOPRIL,CARDIOLOGÍA,7501385491467,HORMONA,ACTIVO
Rapix rd sublingual 30mg tabletas 4,RAPIX RD,KETOROLACO,NEUROLOGÍA,7501314703852,LABORATORIOS SENOSIAIN S.A. DE,ACTIVO
Nineka 1 suspension 500/36/35mg/5/75 ml,NINEKA,"CAOLÍN, NEOMICINA, PECTINA",SISTEMA DIGESTIVO,7501075717914,NOVAG,ACTIVO
Mepimer 30 tabletas 1mg,MEPIMER,PRAMIPEXOL,NEUROLOGÍA,7501125164675,PISA,ACTIVO
Rixtal 15 capsulas 100 mg,RIXTAL,ITRACONAZOL,INFECTOLOGÍA,7501573920182,BIOMEP,ACTIVO
Predial plus 30 tabletas 500 mg,PRE-DIAL,METFORMINA,DIABETES,7501101649158,LABORATORIOS SILANES,ACTIVO
"NAPICIL ATORVASTATINA, EZETIMIBA 10/10 MG CON 30 COMPRIMIDOS",NAPICIL,"ATORVASTATINA, EZETIMIBA",CARDIOLOGÍA,7730766000503,ASOFARMA,ACTIVO
Hipebe 20 cápsulas 0.4mg,HIPEBE,TAMSULOSINA,UROLOGÍA,7502225094275,LANDSTEINER,ACTIVO
Cefuroxima solución inyectable frasco 5ml,ANTIBIOTICOS DE MEXICO,CEFUROXIMA,INFECTOLOGÍA,7501125195105,ANTIBIOTICOS DE MEXICO,ACTIVO
Cronolevel suspensión inyectable frasco 1ml,CRONOLEVEL,BETAMETASONA,ENDOCRINOLOGÍA,7501050699723,ORGANON COMERCIALIZADORA,ACTIVO
Firsito 14 tabletas caja escitalopram 15 mg,FIRSITO,ESCITALOPRAM,NEUROLOGÍA,8901120015368,ZYDUS,ACTIVO
Imot ofteno 0.5% frasco gotero 15ml,IMOT,TIMOLOL,OFTALMOLOGÍA,736085401288,SOPHIA,ACTIVO
Ciprofloxacino 12 tabletas 250 mg,ANTIBIOTICOS DE MEXICO,CIPROFLOXACINO,INFECTOLOGÍA,7501349020894,ANTIBIOTICOS DE MEXICO,ACTIVO
Treda 75 ml suspensión frasco neomicina 0.733 g,TREDA,"CAOLÍN, NEOMICINA, PECTINA",SISTEMA DIGESTIVO,7501070612320,SANFER,ACTIVO
SIG CAJA CON 30 COMPRIMIDOS DE 1.25 MG,SIG,BISOPROLOL,CARDIOLOGÍA,7501300421746,SIEGFRIED RHEIN,ACTIVO
Dombrel 28 tabletas 75/100mg,DOMBREL,"ÁCIDO ACETILSALICÍLICO, CLOPIDOGREL",HEMATOLOGÍA,7501559612315,LEMERY,ACTIVO
Dequin 1 gotero 2.50/2/.10/.02g/30 ml,DEQUIN,"CLORFENAMINA, FENILEFRINA, GUAIFENESINA, PARACETAMOL",SISTEMA RESPIRATORIO,7501825301301,DEGORT´S CHEMICAL,ACTIVO
Flucoxan 1 cápsula 150mg pack 2x1,FLUCOXAN,FLUCONAZOL,INFECTOLOGÍA,7501125101960,PISA,ACTIVO
Fazolin 1 solución of 1mg/15 ml,FAZOLIN,NAFAZOLINA,OFTALMOLOGÍA,780083144807,COLLINS,ACTIVO
Bactiver f 14 tabletas 160/800 mg,BACTIVER F,"SULFAMETOXAZOL, TRIMETOPRIMA",INFECTOLOGÍA,7503000422283,MAVER,ACTIVO
DESENFRIOLITO TACH BLI 6 MX,DESENFRIOLITO,"CLORFENAMINA, FENILEFRINA, PARACETAMOL",SISTEMA RESPIRATORIO,7502276040627,BAYER,ACTIVO
Zyxem 30 tabletas 5mg,ZYXEM,LEVOCETIRIZINA,ALERGOLOGÍA,7501088509032,CHINOIN,ACTIVO
Paraceta fenilefrina lorata 1 solución 120ml,,"FENILEFRINA, LORATADINA, PARACETAMOL",SISTEMA RESPIRATORIO,7501299308592,PHARMAGEN,ACTIVO
Megion iv frasco ámpula 1g/10ml,MEGION,CEFTRIAXONA,INFECTOLOGÍA,7502216932500,SANDOZ,ACTIVO
Unesia 20 gr ungüento tubo bifonazol 1 gr,UNESIA,BIFONAZOL,ANTIMICÓTICOS,650240011351,GENOMMA LAB,ACTIVO
Dimegan d 10 cápsulas 5/20mg,DIMEGAN,"FENILEFRINA, LORATADINA",SISTEMA RESPIRATORIO,7501314703616,LABORATORIOS SENOSIAIN S.A. DE,ACTIVO
Gabantin 15 cápsulas 300mg,GABANTIN,GABAPENTINA,NEUROLOGÍA,7503006916038,SUN PHARMA DE MEXICO S.A. DE,ACTIVO
Efexor xr 20 cápsulas 75mg,EFEXOR XR,VENLAFAXINA,NEUROLOGÍA,7501108718147,VIATRIS HEALTHCARE MEXICO S DE RL DE CV,ACTIVO
Rogastril 25 comprimidos 1 mg,ROGASTRIL,CINITAPRIDA,GASTROENTEROLOGÍA,7501300409799,WESER PHARMA,ACTIVO
Briviact 100mg tabletas 28,BRIVIACT,BRIVARACETAM,NEUROLOGÍA,5413787997985,UCB DE MEXICO S.A. DE C.V.,ACTIVO
Mistan 7 tabletas 120mg,MISTAN,ETORICOXIB,REUMATOLOGÍA,7501300420732,SIEGFRIED RHEIN,ACTIVO
Augmentin 10 tabletas 875/125mg,AUGMENTIN,"ÁCIDO CLAVULÁNICO, AMOXICILINA",INFECTOLOGÍA,7501064550751,GLAXOSMITHKLINE,ACTIVO
Farmiver suspensión pediátrica 100/400mg 10ml,FARMIVER,"ALBENDAZOL, QUINFAMIDA",SISTEMA DIGESTIVO,7502006921967,FARMACOS CONTINENTALES,ACTIVO
CLOPIXOL ACUPHASE 2 AMPOLLETAS 50MG/1ML,CLOPIXOL ACUPHASE,ZUCLOPENTIXOL,NEUROLOGÍA,7503003746058,LUNDBECK MEXICO,ACTIVO
Galderma piel atópica desowen 0.05% 30 gr crema tubo,DESOWEN,DESONIDA,DERMATOLOGÍA,3499320001205,GALDERMA,ACTIVO
Blopress 8 mg oral 14 tabletas,BLOPRESS,CANDESARTÁN,CARDIOLOGÍA,7501033921582,ABBOTT,ACTIVO
Dafloxen suspensión frasco 100ml,DAFLOXEN,NAPROXENO,REUMATOLOGÍA,7501299301067,LIOMONT RX,ACTIVO
SUKROL HOMBRE 30 TABLETAS 2X1,SUKROL,"ÁCIDO FÓLICO, ÁCIDO GLUTÁMICO, L-ARGININA, VITAMINA E",SUPLEMENTO ALIMENTICIO,675873002163,FARMAMEDICA DE MEXICO,ACTIVO
Regulact 1 jarabe 10g/15ml de 120 ml,REGULACT,LACTULOSA,GASTROENTEROLOGÍA,7501122966609,BAUSCH HEALTH,ACTIVO
Gabapentina 15 capsulas 300 mg,,GABAPENTINA,NEUROLOGÍA,7502216804753,AVIVIA PHARMA,ACTIVO
Farmapram alprazolam 0.50 mg con 30 tabletas,FARMAPRAM,ALPRAZOLAM,NEUROLOGÍA,7501249605412,INVESTIGACIÓN FARMACÉUTICA,ACTIVO
Nipresol 20 tabletas 100 mg,NIPRESOL,METOPROLOL,CARDIOLOGÍA,7502208894892,BRUDIFARMA,ACTIVO
Diprosone 0.05% ungüento 30g,DIPROSONE,BETAMETASONA,DERMATOLOGÍA,7501050600347,ORGANON COMERCIALIZADORA,ACTIVO
Pantozol-p20 20 mg oral 28 grageas,PANTOZOL,PANTOPRAZOL,GASTROENTEROLOGÍA,7501092786054,TAKEDA,ACTIVO
Debromu 15 tabletas 40mg,DEBROMU,BROMURO DE OTILONIO,GASTROENTEROLOGÍA,7501385494239,A MENARINI MEXICO S A DE C V,ACTIVO
Rumoquin n.f.215/25/0.75mg 30 tabletas,RUMOQUIN NF,"BETAMETASONA, INDOMETACINA, METOCARBAMOL",REUMATOLOGÍA,821998000502,LABORATORIOS SCHOEN,ACTIVO
Pharmafet Lb 500 Mg 1 Caja 60 Tabletas Metformina,PHARMAFET LB,METFORMINA,DIABETES,7502226293998,ALPHARMA,ACTIVO
Penamox 1 g oral 12 tabletas,PENAMOX,AMOXICILINA,INFECTOLOGÍA,7501070635114,SANFER,ACTIVO
Eritropoyetina humana frasco 2000ui/ml,ANTIBIOTICOS DE MEXICO,ERITROPOYETINA HUMANA RECOMBINANTE,HEMATOLOGÍA,7501349024854,ANTIBIOTICOS DE MEXICO,ACTIVO
Gemfibrozilo ( raypid ) 14 tabletas 600 mg,RAYPID,GEMFIBROZILO,CARDIOLOGÍA,7502003386547,RAYERE,ACTIVO
Flonorm 14 tabletas 550mg,FLONORM,RIFAXIMINA,GASTROENTEROLOGÍA,8020030054080,ALFASIGMA,ACTIVO
Almax 1g/7.5ml solución 225ml,ALMAX,ALMAGATO,SISTEMA DIGESTIVO,8430308320517,GRÜNENTHAL,ACTIVO
Criam 400mg tabletas 20,CRIAM,ÁCIDO VALPROICO,NEUROLOGÍA,7501384504403,PSICOFARMA,ACTIVO
Tylenol paracetamol 500mg 80 tabletas,TYLENOL,PARACETAMOL,ANALGÉSICOS,7501007533889,KENVUE,ACTIVO
Brubiol 10 tabletas 500 mg,BRUBIOL,CIPROFLOXACINO,INFECTOLOGÍA,7501537161163,BRUDIFARMA,ACTIVO
Folivital 90 tabletas 0.4 mg,FOLIVITAL,ÁCIDO FÓLICO,MULTIVITAMÍNICOS,75016951,LABORATORIOS SILANES,ACTIVO
Etoricoxib 90 mg filcos 28 tabletas caja,FILCOS,ETORICOXIB,REUMATOLOGÍA,7501277030736,PROTEIN,ACTIVO
Cicloferon xtrm crema 2g,CICLOFERON,"ACICLOVIR, LIDOCAÍNA",DERMATOLOGÍA,7501299355039,LIOMONT OTC,ACTIVO
Carbazina suspensión frasco 2g/120ml,CARBAZINA,CARBAMAZEPINA,NEUROLOGÍA,7501384504779,PSICOFARMA,ACTIVO
Tukol-d adulto 125 ml jarabe frasco guaifenesina 2 g,TUKOL-D,"DEXTROMETORFANO, GUAIFENESINA",NEUMOLOGÍA,650240010712,GENOMMA LAB,ACTIVO
Atemperator s suspensión frasco 100ml + pipeta,ATEMPERATOR,VALPROATO DE MAGNESIO,NEUROLOGÍA,7501089800077,ARMSTRONG,ACTIVO
Glitacar-1 7 tabletas 15mg,GLITACAR-1,PIOGLITAZONA,DIABETES,7501299330272,LIOMONT RX,ACTIVO
Solución cs pisa 250ml,PISA,CLORURO DE SODIO,SOLUCIONES HOSPITALARIAS,7501125100116,PISA,ACTIVO
Zebetyn gel 30 capsulas 100/5 mg,ZEBETYN,"CIANOCOBALAMINA, PIRIDOXINA, TIAMINA",MULTIVITAMÍNICOS,7502227426111,GELPHARMA,ACTIVO
Tafil 75 mg/100mg oral 20 ml solucion c2,TAFIL,ALPRAZOLAM,NEUROLOGÍA,300090300609,VIATRIS HEALTHCARE MEXICO S DE RL DE CV,ACTIVO
Distrafin adul 1 jarabe 400mg/100mg/120 ml,DISTRAFIN,"FENILEFRINA, LORATADINA",SISTEMA RESPIRATORIO,7501573907121,BIOMEP,ACTIVO
Asoflon duo 30 cápsulas 0.50/0.40mg,ASOFLON,"DUTASTERIDA, TAMSULOSINA",UROLOGÍA,7730979097192,ASOFARMA,ACTIVO
Vandix 12 capsulas 250 mg,VANDIX,AMOXICILINA,INFECTOLOGÍA,7503001007281,WANDEL,ACTIVO
Supradol duet 10/25m g im/iv 3x1ml ampolleta,SUPRADOL DUET,"KETOROLACO, TRAMADOL",NEUROLOGÍA,7501299301623,LIOMONT RX,ACTIVO
Amdory 14 cápsulas 30mg,AMDORY,LANSOPRAZOL,GASTROENTEROLOGÍA,7503003738961,WERMAR PHARMACEUTICALS,ACTIVO
Versalver 14 comprimidos 160 mg,VERSALVER,VALSARTÁN,CARDIOLOGÍA,7502009744853,MAVER,ACTIVO
Graneodin b menta eucalipto 24 pastillas 10 mg,GRANEODIN B,BENZOCAÍNA,NEUMOLOGÍA,7501058715517,RECKITT BECKINSER,ACTIVO
Bio electro 24 tabletas caja paracetamol 250 mg,BIO ELECTRO,PARACETAMOL,ANALGÉSICOS,650240007651,GENOMMA LAB,ACTIVO
Acortiz 20 tabletas 50 mg,ACORTIZ,HIDROCLOROTIAZIDA,CARDIOLOGÍA,656599040639,VICTORY,ACTIVO
Casodex 28 tabletas 50mg,CASODEX,BICALUTAMIDA,ONCOLOGÍA,7501324402820,ASTRAZENECA,ACTIVO
Fossin 20 cápsulas 500mg,FOSSIN,FOSFOMICINA,INFECTOLOGÍA,7501300450326,WESER PHARMA,ACTIVO
NEPARVIS 30 COMPRIMIDOS 100MG,NEPARVIS,VALSARTÁN,CARDIOLOGÍA,7501124820565,A MENARINI MEXICO S A DE C V,ACTIVO
Tylenol paracetamol 500mg 40 tabletas,TYLENOL,PARACETAMOL,ANALGÉSICOS,7501007533872,KENVUE,ACTIVO
Evemglea fem 8 tabletas caja cabergolina 0.5 mg,EVEMGLEA FEM,CABERGOLINA,GINECOLOGÍA,7502216798144,EXELTIS,ACTIVO
Clamoxin 1 suspensión 250/62.5mg/5/60 ml,CLAMOXIN,"ÁCIDO CLAVULÁNICO, AMOXICILINA",INFECTOLOGÍA,7502009740213,KIRU PHARMA S A,ACTIVO
Biotifen solución frasco 120ml,BIOTIFEN,KETOTIFENO,ALERGOLOGÍA,7501563370973,BIORESEARCH,ACTIVO
Lactulax jarabe frasco 10g/500ml,LACTULAX,LACTULOSA,GASTROENTEROLOGÍA,7501314704972,LABORATORIOS SENOSIAIN S.A. DE,ACTIVO
Calcio 12 comprimidos 500mg,,CALCIO,SUPLEMENTO ALIMENTICIO,7501384504939,PSICOFARMA,ACTIVO
Amoxiclav 15 tabletas 500/125mg,AMOXICLAV,"ÁCIDO CLAVULÁNICO, AMOXICILINA",INFECTOLOGÍA,7501125118326,PISA,ACTIVO
Controlip 160 mg oral 15 capsulas,CONTROLIP,FENOFIBRATO,CARDIOLOGÍA,7501033955556,ABBOTT,ACTIVO
Sistema gb 1 shampoo 1% 230 ml,SISTEMA GB,KETOCONAZOL,CUIDADO DEL CABELLO,650240021817,GENOMMA LAB,ACTIVO
Hiperikan 40 tabletas 300mg,HIPERIKAN,HYPERICUM PERFORATUM,NEUROLOGÍA,7501168870502,SCHWABE,ACTIVO
Arretin tretinoina crema 0.05% tubo 30g,ARRETIN,TRETINOÍNA,DERMATOLOGÍA,7501122960201,BAUSCH HEALTH,ACTIVO
Tradol retard tabletas 50 mg caja con 10,TRADOL,TRAMADOL,NEUROLOGÍA,7502209290365,GRÜNENTHAL,ACTIVO
CENTRUM PERFORM TAB C30 NVA I,CENTRUM,"ÁCIDO ASCÓRBICO, ÁCIDO FÓLICO, TIAMINA",MULTIVITAMÍNICOS,7501065095978,HALEON,ACTIVO
TEMPUS PHARMA LEVONORGESTREL 2 TABLETAS 0.75 MG,TEMPUS PHARMA,LEVONORGESTREL,GINECOLOGÍA,7501249600240,INVESTIGACIÓN FARMACÉUTICA,ACTIVO
Exforge 28 comprimidos 10/160mg,EXFORGE,"AMLODIPINO, VALSARTÁN",CARDIOLOGÍA,7501094916688,NOVARTIS,ACTIVO
Excosine-s 3 ampolletas 20 mg/1 ml,EXCOSINE-S,BUTILHIOSCINA,GASTROENTEROLOGÍA,7502001160194,SON'S,ACTIVO
Temerit 14 comprimidos 5mg,TEMERIT,NEBIVOLOL,CARDIOLOGÍA,7501070648008,SANFER,ACTIVO
Solución glucosa dx-10 pisa 1000ml,PISA,GLUCOSA,SOLUCIONES HOSPITALARIAS,7501125100901,PISA,ACTIVO
Norapred 20 tabletas 50 mg,NORAPRED,PREDNISONA,ENDOCRINOLOGÍA,7501537102395,BRUDIFARMA,ACTIVO
Deples 24 cápsulas 50/3/300mg,DEPLES,"AMANTADINA, CLORFENAMINA, PARACETAMOL",SISTEMA RESPIRATORIO,7501300450265,WESER PHARMA,ACTIVO
Mucovibrol-t adulto gdo sobre 10,MUCOVIBROL-T,AMBROXOL,NEUMOLOGÍA,7501299306345,LIOMONT RX,ACTIVO
Arfla 12 tabletas 200mg,ARFLA,RIFAXIMINA,GASTROENTEROLOGÍA,7501314702749,LABORATORIOS SENOSIAIN S.A. DE,ACTIVO
Omuro 15 tabletas 40mg,OMURO,BROMURO DE OTILONIO,GASTROENTEROLOGÍA,7501070636517,SANFER,ACTIVO
Neo melubrina 1 jarabe 250mg/5/100 ml,NEO-MELUBRINA,METAMIZOL SÓDICO,NEUROLOGÍA,7501165000315,SANOFI AVENTIS (CHC),ACTIVO
Kesipril 30 tabletas 10mg,KESIPRIL,LISINOPRIL,CARDIOLOGÍA,7501493888982,KENER,ACTIVO
Biotrefon l 12 sobres 1000mcg,BIOTREFÓN,COBAMAMIDA,GASTROENTEROLOGÍA,7501390910182,ITALMEX,ACTIVO
Epival er 500 mg oral 30 tabletas,EPIVAL ER,VALPROATO SEMISÓDICO,NEUROLOGÍA,7501033952784,ABBOTT,ACTIVO
Messelzol 10 tabletas 200 mg,MESSELZOL,KETOCONAZOL,ANTIMICÓTICOS,7501573900528,BIOMEP,ACTIVO
Ryzodeg pluma 1x3 derma alta 730u/ml ml,RYZODEG,INSULINA ASPARTICA,DIABETES,7503007822642,NOVO NORDISK,ACTIVO
Novolin n vial 100 u.i. 1x10 ml ampolletas,NOVOLIN N,INSULINA HUMANA ISÓFANA,DIABETES,7503007822383,NOVO NORDISK,ACTIVO
Ilosone líquido suspensión 250mg 120ml,ILOSONE,ERITROMICINA,INFECTOLOGÍA,7501082203202,SANFER,ACTIVO
Advil max 10 cápsulas 400mg,ADVIL,IBUPROFENO,ANALGÉSICOS,7501108767527,HALEON,ACTIVO
Nevrika 14 capsulas 75 mg,NEVRIKA,PREGABALINA,NEUROLOGÍA,7501088513572,CHINOIN,ACTIVO
Novapres 30 tabletas 25 mg,NOVAPRES,CAPTOPRIL,CARDIOLOGÍA,7501075713862,NOVAG,ACTIVO
Trifamox ibl12h oral 60 ml suspension,TRIFAMOX,"AMOXICILINA, SULBACTAM",INFECTOLOGÍA,7501089809407,ARMSTRONG,ACTIVO
Tafirol 20 tabletas 1g,TAFIROL,PARACETAMOL,NEUROLOGÍA,7501871720675,ASOFARMA,ACTIVO
Trazidex oftalmico 5 ml gotas,TRAZIDEX,"DEXAMETASONA, TOBRAMICINA",OFTALMOLOGÍA,736085400830,SOPHIA,ACTIVO
Soliqua 100u/ml+33mcg/ml s.iny 1pen oliv,SOLIQUA,"INSULINA GLARGINA, LIXISENATIDA",DIABETES,7501165011977,SANOFI PASTEUR,ACTIVO
Atemperator 20 tabletas 400mg,ATEMPERATOR,VALPROATO DE MAGNESIO,NEUROLOGÍA,7501089800053,ARMSTRONG,ACTIVO
Mifibon tubo 20g,MIBIFON,BIFONAZOL,ANTIMICÓTICOS,7501493975002,KENER,ACTIVO
Aprovel 28 tabletas 300mg,APROVEL,IRBESARTÁN,CARDIOLOGÍA,7501328979311,SANOFI PASTEUR,ACTIVO
Levocetirizina 10 tabletas 5mg,ANTIBIOTICOS DE MEXICO,LEVOCETIRIZINA,SISTEMA RESPIRATORIO,7501349028395,ANTIBIOTICOS DE MEXICO,ACTIVO
Perioxidin gel dental biodhesivo 50 ml tubo,PERIOXIDIN,CLORHEXIDINA,HIGIENE ORAL,7501043162050,DIGRIMEX S.A. DE C.V.,ACTIVO
Pregnus 500 mg 6 capsulas,PREGNUS,FOSFOMICINA,INFECTOLOGÍA,7501300420497,SIEGFRIED RHEIN,ACTIVO
Rosuvastatina 30 tabletas 20mg,ANTIBIOTICOS DE MEXICO,ROSUVASTATINA,CARDIOLOGÍA,7501349024090,ANTIBIOTICOS DE MEXICO,ACTIVO
